artist_id,artist_name,aliases,bio,portrait_url,nationality,birth_year,death_year,movement,notable_works,wiki_url
yan-liben,Yan Liben,阎立本|閻立本|Liben,"Yan Liben (Chinese: 閻立本; pinyin: Yán Lìběn; Wade–Giles: Yen Li-pen; c. 600 – 14 November 673), posthumous name Baron Wenzhen of Boling (博陵文貞男), was a Chinese architect, painter, and politician during the early Tang dynasty. His most famous work, possibly the only genuine survival, is the Thirteen Emperors Scroll. He also painted the Portraits at Lingyan Pavilion, under Emperor Taizong of Tang, commissioned in 643 to commemorate 24 of the greatest contributors to Emperor Taizong's reign, as well as 18 portraits commemorating the 18 great scholars who served Emperor Taizong when he was the Prince of Qin. Yan's paintings included painted portraits of various Chinese emperors from the Han dynasty (202 BC–220 AD) up until the Sui dynasty (581–618) period. His works were highly regarded by the Tang writers Zhu Jingxuan and Zhang Yanyuan, who noted his paintings were ""works among the glories of all times"". From the years 669 to 673, Yan Liben also served as a chancellor under Emperor Taizong's son Emperor Gaozong (r. 649–683). A record of 1120 gives 42 titles of Yan's paintings, though the Thirteen Emperors Scroll is not among them. Only four Buddhist subjects are listed, against 12 Daoist. The remainder are portraits, ""gods of the planets and constellations"" or records of events at court. Of the surviving works attributed to him, the Thirteen Emperors Scroll is ""the first that is generally accepted as being partly original"", though much of it seems later. A similar figure of an emperor in fresco in the Mogao Caves (Cave 200), might be by the same hand, and carries the appropriate date of 642. By tradition the reliefs of the six favourite horses at the mausoleum of Emperor Taizong (d. 649) were designed by Yan Liben, and the relief is so flat and linear that it seems likely they were carved after drawings or paintings. Yan Liben is documented as producing other works for the tomb, a portrait series that is now lost, and perhaps designed the whole structure.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Yan_Liben.jpg/960px-Yan_Liben.jpg,China,600,673,Tang Dynasty Painting,"Thirteen Emperors Scroll (Museum of Fine Arts, Boston)|Emperor Taizong Receiving the Tibetan Envoy|Portraits of Lingyan Pavilion (lost)",https://en.wikipedia.org/wiki/Yan_Liben
wu-daozi,Wu Daozi,吴道子|吳道子|Daozi,"Wu Daozi (c. 685 – c. 758 CE or c. 689 – c. 759 CE), also known as Daoxuan and Wu Tao Tzu, was a Chinese painter of the Tang dynasty. The British art historian Michael Sullivan considers him one of ""the masters of the seventh century."" In China, his paintings are believed to mark the peak of court painting. None of his works survive, however later surviving copies are based on his original drawings. Wu's father died when he was at an early age, and he subsequently lived in poverty. He learned calligraphy from Zhang Xu and He Zhizhang, before specialising in painting. He pioneered realistic techniques, the formal establishment of brushwork, and landscape painting. He painted figures with round strokes so as to show their flowing clothes.",,China,680,759,Tang Dynasty Painting,Eighty-Seven Immortals|Temple Murals at Chang'an (lost)|Buddhist Murals (lost),https://en.wikipedia.org/wiki/Wu_Daozi
wang-wei,Wang Wei,王维|王維|王维（唐代）,"Wang Wei (simplified Chinese: 王维; traditional Chinese: 王維; pinyin: Wáng Wéi; 699–761), courtesy name Mojie, was a Chinese musician, painter, poet, and politician of the middle Tang dynasty. He is regarded as one of the most distinguished men of arts and letters of his era. About 400 of his poems survived and 29 of them are included in the 18th-century anthology Three Hundred Tang Poems. A large portion of his finest poems drew inspirations from the local landscape. Wang Wei is renowned for his dual talents as a nature poet and landscape painter. His poems were originally compiled and edited into a collection by his next-youngest brother, Wang Jin, at imperial command. Of his paintings, no authenticated specimens survive, although there were evidence of his work through influences on later paintings and descriptive accounts. His musical talents were highly regarded; however, no compositions or music notes have been preserved. He had a successful career as an imperial court official. Later in life, he became a devout Chan Buddhist and a vegetarian. He spent ten years studying with Chan master Daoguang.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Wang_Wei.jpg/960px-Wang_Wei.jpg,China,699,759,Tang Dynasty Landscape,Wangchuan Villa Scrolls (lost)|Snowy Stream|Wangchuan Tu,https://en.wikipedia.org/wiki/Wang_Wei
han-gan,Han Gan,韩干|韓干|韓幹,"Han Gan (simplified Chinese: 韩干; traditional Chinese: 韓幹) (c. 706–783) was a Chinese painter during the Tang dynasty. He came from a poor family in either Chang'an, modern-day Xi'an, Shaanxi; Lantian, modern-day Shaanxi; or Daliang, modern-day Kaifeng, Henan. As a young man, Han Gan was recognized by Wang Wei, a prominent poet, who sponsored Han in learning arts. Han became a student of Cao Ba, a court painter. After his studies, Han became a painter in the Tang court. Han painted many portraits with Buddhist and Daoist themes during his career; however, he is most widely remembered for his paintings of horses. He was reputed to have ""learned from the horses in the imperial stables"" and to be able to not only portray the physical body of the horse, but also its spirit. His reputation rose and surpassed that of his teacher. Horse painters of later generations studied Han. The horse as a central subject was continued by Li Gonglin of the Song Dynasty. He is honored with a crater named for him on Mercury.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Palefrenier_menant_deux_chevaux_par_Han_Gan.jpg/960px-Palefrenier_menant_deux_chevaux_par_Han_Gan.jpg,China,706,783,Tang Dynasty Painting,Night-Shining White (The Metropolitan Museum of Art)|Grooming Horse|Portrait of Lady Li,https://en.wikipedia.org/wiki/Han_Gan
zhang-xuan,Zhang Xuan,张萱|張萱|Xuan|張萱 (唐朝畫家),"Zhang Xuan (traditional Chinese: 張萱; simplified Chinese: 张萱; pinyin: Zhāng Xuān; Wade–Giles: Chang Hsüan) (713–755) was a Chinese painter who lived during the Tang dynasty (618–907). Zhang Xuan painted many pieces of art, one of his best-known paintings is Court Ladies Preparing Newly Woven Silk, of which a single copy survives painted by Emperor Huizong of Song (r. 1100–1125) in the early 12th century. He also painted the Spring Outing of the Tang Court, which was later remade by Li Gonglin.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Spring_Outing_of_the_Tang_Court.jpg/960px-Spring_Outing_of_the_Tang_Court.jpg,China,713,755,Tang Dynasty Painting,"Court Ladies Preparing Newly Woven Silk (Museum of Fine Arts, Boston)|Spring Outing of Lady Guo|Palace Ladies",https://en.wikipedia.org/wiki/Zhang_Xuan
zhou-fang,Zhou Fang,周昉|Fang,"Zhou Fang may refer to: Zhou Fang (Han dynasty) (周防), Eastern Han scholar Zhou Fang (Eastern Wu) (周魴), Eastern Wu general Zhou Fang (Jin dynasty) (周訪), c. 260-320, Jin dynasty general Zhou Fang (Tang dynasty) (周昉), Tang dynasty painter",,China,730,800,Tang Dynasty Figure Painting,Court Ladies Adorning Their Hair with Flowers|Noble Ladies|Bodhisattva Portraits,https://en.wikipedia.org/wiki/Zhou_Fang
juran,Juran,巨然|Juran (painter),"Juran (Chinese: 巨然; Wade–Giles: Chü-jan) (fl. 10th century) was a Chinese landscape painter and Buddhist monk of the Southern Tang and Northern Song dynasties. Very little is known about Juran's life, and not even his family name is known (Juran is his Buddhist name). He was a native of Chiang-Ning and worked at the Southern Tang court in Jinling (today Nanjing). Around 975 Li Yu, the last ruler of the Southern Tang, surrendered to the Northern Song dynasty. Like many, Li Yu and his court officials were to move to the Northern Song capital, Bianjing (now Kaifeng); Juran went with them. He lived and worked at the K'ai-pao Buddhist temple in Bianjing, but quickly rose to prominence as landscape painter. There are a few works that have been attributed to him on various grounds: two hanging scrolls in the collection of the National Palace Museum in Taipei, Taiwan (Storied Mountains and Dense Forests and Xiao Getting the Orchid Pavilion Scroll by Deception), and one hanging scroll in the collection of the Cleveland Museum of Art (Buddhist Monastery by Streams and Mountains). All these works show influence of Dong Yuan's style of rounded contours and soft brushstrokes, but no sign of the older painter's horizontal, level-distance landscape format. According to contemporary sources, Juran also painted a wall painting, Morning Scenery of Haze and Mist, very highly regarded by the artists of the time, but this work is lost.",,China,960,995,Five Dynasties Landscape Painting,Buddhist Retreat by Stream and Mountain|Layered Hills and Dense Trees|Landscape after Rain,https://en.wikipedia.org/wiki/Juran_(painter)
fan-kuan,Fan Kuan,范宽|范寬|Kuan,"Fan Zhongzheng (c. 960 – c. 1030), courtesy name Zhongli, better known by his pseudonym Fan Kuan (Chinese: 范寬; pinyin: Fàn Kuān; Wade–Giles: Fan K’uan), was a Chinese landscape painter of the Song dynasty. He was both a Daoist and a Neo-Confucianist. Travelers among Mountains and Streams, a large hanging scroll, is Fan Kuan's best known work, possibly his only surviving one, and a seminal painting of the Northern Song school. It establishes an ideal in monumental landscape painting to which later painters were to return time and again for inspiration. The classic Chinese perspective of three planes is evident - near, middle (represented by water and mist), and far. Unlike earlier examples of Chinese landscape art, the grandeur of nature is the main theme, rather than merely providing a backdrop. A packhorse train can barely be seen emerging from a wood at the base of a towering precipice. The painting's style encompasses archaic conventions dating back to the Tang dynasty. The historian Patricia Ebrey explains her view on the painting that the: ...foreground, presented at eye level, is executed in crisp, well-defined brush strokes. Jutting boulders, tough scrub trees, a mule train on the road, and a temple in the forest on the cliff are all vividly depicted. There is a suitable break between the foreground and the towering central peak behind, which is treated as if it were a backdrop, suspended and fitted into a slot behind the foreground. There are human figures in this scene, but it is easy to imagine them overpowered by the magnitude and mystery of their surroundings. Fan's masterpiece Travellers among Mountains and Streams bears a lost half-hidden signature rediscovered only in 1958.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Fan_Kuan_-_Travelers_Among_Mountains_and_Streams_-_Google_Art_Project.jpg/960px-Fan_Kuan_-_Travelers_Among_Mountains_and_Streams_-_Google_Art_Project.jpg,China,960,1030,Northern Song Landscape Painting,Travelers among Mountains and Streams|Snowy Woods|Immortals in the Mountains (attributed),https://en.wikipedia.org/wiki/Fan_Kuan
guo-xi,Guo Xi,郭熙,"Guo Xi (Chinese: 郭熙; pinyin: Guō Xī; Wade–Giles: Kuo Hsi) (c. 1020 – c. 1090) was a Chinese landscape painter from Henan Province who lived during the Northern Song dynasty. One text entitled ""The Lofty Message of Forest and Streams"" (Linquan Gaozhi 林泉高致) is attributed to him. The work covers a variety of themes centered on the appropriate way of painting a landscape. He was a court professional, a literatus, well-educated painter who developed an incredibly detailed system of idiomatic brushstrokes which became important for later painters. One of his most famous works is Early Spring, dated 1072. The work demonstrates his innovative techniques for producing multiple perspectives which he called ""the angle of totality."" This type of visual representation is also called ""Floating Perspective"", a technique which displaces the static eye of the viewer and highlights the differences between Chinese and Western modes of spatial representation. The following is an excerpt from his treatise, ""mountains and waters"": The clouds and the vapours of real landscapes are not the same at the four seasons. In spring they are light and diffused, in summer rich and dense, in autumn scattered and thin, in winter dark and solitary. When such effects can be seen in pictures, the clouds and vapours have an air of life. The mist around the mountains is not the same at the four seasons. The mountains in spring are light and seductive as if smiling: the mountains in summer have a blue-green colour which seems to be spread over them; the mountains in autumn are bright and tidy as if freshly painted; the mountains in winter are sad and tranquil as if sleeping. Another painting that can be attributed to him is The Coming of Autumn. Both paintings capture the seasonal atmosphere and are regarded as important accomplishments of the Song Dynasty. Guo Xi was often referred to as a ""Northern Song master"" when it came to painting. His work inspired many later artists and he even had landscapes dedicated to him. His lesser-known ""Deep Valley"" scroll painting depicts a serene mountain valley covered with snow and several trees struggling to survive on precipitous cliffs. The ink washes and amorphous brush strokes are employed to model surfaces that suggest the veiling effects of the atmosphere. One of Guo Xi’s techniques was to layer ink washes to build up forms and his ""Deep Valley"" is a masterpiece of the use of light ink and magnificent composition. His son later described how Guo Xi approached his work: ""On days when he was going to paint, he would seat himself at a clean table, by a bright window, burning incense to right and left. He would choose the finest brushes, the most exquisite ink; wash his hands, and clean the ink-stone, as though he were expecting a visitor of rank. He waited until his mind was calm and undisturbed, and then began.""",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Guo_Xi_-_Early_Spring_%28large%29.jpg/960px-Guo_Xi_-_Early_Spring_%28large%29.jpg,China,1020,1090,Northern Song Landscape Painting,"Early Spring|Clearing Autumn Skies over Mountains and Valleys|Old Trees, Level Distance",https://en.wikipedia.org/wiki/Guo_Xi
li-gonglin,Li Gonglin,李公麟|Gonglin,"Li Gonglin (李公麟, 1049–1106), style name Boshi (伯時), art name Longmian Jushi (龍眠居士, Householder of the Sleeping Dragon), was a Chinese antiquarian, painter, and politician during the Northern Song dynasty.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%E6%9D%8E%E5%85%AC%E9%BA%9F.jpg/960px-%E6%9D%8E%E5%85%AC%E9%BA%9F.jpg,China,1049,1106,Northern Song Literati Painting,Five Horses (lost after Japan transfer)|Classic of Filial Piety|Lohan Scroll,https://en.wikipedia.org/wiki/Li_Gonglin
emperor-huizong-of-song,Emperor Huizong of Song,宋徽宗|赵佶|of Song|Emperor of Song|Huizong of Song|E. H. of Song,"Emperor Huizong of Song (7 June 1082 – 4 June 1135), personal name Zhao Ji, was the eighth emperor of the Song dynasty of China and the penultimate emperor of the Northern Song dynasty. He was also a very well-known painter, poet and calligrapher. Born as the 11th son of Emperor Shenzong, he ascended the throne in 1100 upon the death of his elder brother and predecessor, Emperor Zhezong, because Emperor Zhezong's only son died prematurely. He lived in luxury, sophistication and art in the first half of his life. In 1126, when the Jurchen-led Jin dynasty invaded the Song dynasty during the Jin–Song Wars, Emperor Huizong abdicated and passed on his throne to his eldest son, Zhao Huan while Huizong assumed the honorary title of Taishang Huang (or ""Retired Emperor""). The following year, the Song capital, Bianjing, was conquered by Jin forces in an event historically known as the Jingkang Incident. Emperor Huizong and Emperor Qinzong and the rest of their family were taken captive by the Jurchens and brought back to the Jin capital, Huining Prefecture in 1128. The Emperor Taizong of Jin, gave the former Emperor Huizong a title, Duke Hunde (literally ""Besotted Duke""), to humiliate him. After Zhao Gou, the only surviving son of Huizong to avoid capture by the Jin, declared himself as the dynasty's tenth emperor as Emperor Gaozong, the Jurchens used Huizong, Qinzong, and other imperial family members to put pressure on Gaozong and his court to surrender. Emperor Huizong died in Wuguocheng after spending about nine years in captivity. He, along with his successors, were blamed for the Song dynasty's decline. Although he wasn't a competent administrator, Emperor Huizong was known for his promotion of Taoism and talents in poetry, painting, calligraphy and music. He sponsored numerous artists at his imperial court, and the catalogue of his collection listed over 6,000 known paintings.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Seated_Portrait_of_Emperor_Song_Huizong.tif/lossy-page1-800px-Seated_Portrait_of_Emperor_Song_Huizong.tif.jpg,China,1082,1135,Song Court Painting|Calligraphy,Auspicious Cranes|Five-Colored Parakeet|Listening to the Qin,https://en.wikipedia.org/wiki/Emperor_Huizong_of_Song
ma-yuan,Ma Yuan,马远|馬遠|Yuan|Ma Yuan (painter),"Ma Yuan (Chinese: 馬遠; pinyin: Mǎ Yuǎn; Wade–Giles: Ma Yüan; c. 1160–65 – 1225) was a Chinese painter of the Song dynasty. His works, together with that of Xia Gui, formed the basis of the so-called Ma-Xia (馬夏) school of painting, and are considered among the finest from the period. His works has inspired both Chinese artists of the Zhe school, as well as the early Japanese painters Shūbun and Sesshū.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Ma_Yuan_Walking_on_Path_in_Spring.jpg/960px-Ma_Yuan_Walking_on_Path_in_Spring.jpg,China,1160,1225,Southern Song Painting,Walking on a Mountain Path in Spring|Watching the Deer by a Pine-Shaded Stream|Scholar by a Waterfall,https://en.wikipedia.org/wiki/Ma_Yuan_(painter)
xia-gui,Xia Gui,夏圭,"Xia Gui (Chinese: 夏珪; Wade–Giles: Hsia Kui; fl. 1195–1224), courtesy name Yuyu (禹玉), was a Chinese landscape painter of the Song dynasty. Very little is known about his life, and only a few of his works survive, but he is generally considered one of China's greatest artists. He continued the tradition of Li Tang, further simplifying the earlier Song style to achieve a more immediate, striking effect. Together with Ma Yuan, he founded the so-called Ma-Xia (馬夏) school, one of the most important of the period. Although Xia was popular during his lifetime, his reputation suffered after his death, together with that of all Southern Song academy painters. Nevertheless, a few artists, including the Japanese master Sesshū, continued Xia's tradition for hundreds of years, until the early 17th century.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Xia_Gui%2C_Streams_and_Mountains_with_a_Clear_Distant_View%2C_detail.jpg/960px-Xia_Gui%2C_Streams_and_Mountains_with_a_Clear_Distant_View%2C_detail.jpg,China,1195,1224,Southern Song Painting,Pure and Remote View of Streams and Mountains (Freer Gallery)|Twelve Views from a Thatched Hut|Sailboat in Rainstorm,https://en.wikipedia.org/wiki/Xia_Gui
liang-kai,Liang Kai,梁楷,"Liang Kai (Chinese: 梁楷; pinyin: Liáng Kǎi; c. 1140 - c. 1210) was a Chinese painter of the Southern Song Dynasty. He was also known as Madman Liang because of his very informal pictures. He was born in Shandong and worked in Lin An (later Hangzhou). He is known to have studied with the master Jia Shigu. He was awarded the rank of Painter-in-Attendance at the court of Jia Tai (1201-1204 CE, Southern Song Dynasty) where he was known for mastery in painting figures, landscapes, and other minor subjects. He was also awarded the Golden Belt, however he left it behind when he left his position at court to practise Chan Buddhism.",https://upload.wikimedia.org/wikipedia/commons/a/a0/Huineng_Cut_Bamboo.jpg,China,1140,1210,Southern Song Chan Painting,Li Bai Chanting a Poem (Tokyo National Museum)|Sixth Patriarch Chopping Bamboo|Sakyamuni Descending the Mountain,https://en.wikipedia.org/wiki/Liang_Kai
muqi,Muqi,牧溪|牧谿,"Muqi or Muxi (Chinese: 牧谿; Japanese: Mokkei; 1210?–1269?), also known as Fachang (Chinese: 法常), was a Chinese Chan Buddhist monk and painter who lived in the 13th century, around the end of the Southern Song dynasty (1127–1279). Today, he is considered to be one of the greatest Chan painters in history. His ink paintings, such as the Daitokuji triptych and Six Persimmons are regarded as essential Chan paintings. Muqi's style of painting has also profoundly impacted painters from later periods to follow, especially monk painters in Japan. According to Chinese secondary sources, Muqi's surname was thought to be Li. ""Muqi"" was his art name, and ""Fachang"" was, in fact, his formal name in the monastery system.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mu-ch%27i_001.jpg/960px-Mu-ch%27i_001.jpg,China,1210,1269,Chan Painting,"Six Persimmons (Daitoku-ji, Kyoto)|Guanyin, Crane, and Gibbons|Chestnuts",https://en.wikipedia.org/wiki/Muqi
zhao-mengfu,Zhao Mengfu,赵孟𫖯|趙孟頫|赵孟頫|赵孟俯|Mengfu,"Zhao Mengfu (Chinese: 趙孟頫; pinyin: Zhào Mèngfǔ; Wade–Giles: Chao Meng-fu; courtesy name Zi'ang (子昂); pseudonyms Songxue (松雪, ""Pine Snow""), Oubo (鷗波, ""Gull Waves""), and Shuijing-gong Dao-ren (水精宮道人, ""Master of the Water Spirits Palace""); 1254–1322), was a Chinese calligrapher, painter, and scholar during the Yuan dynasty. He was a descendant of the Song dynasty's imperial family through Emperor Xiaozong's brother Zhao Bogui who married a lady surnamed Song who was the granddaughter of Emperor Huizong. Zhao Bogui was a descendant of Emperor Taizu, through his son Zhao Defang. He was recommended by the Censor-in-chief Cheng Jufu to pay an audience with Kublai Khan in 1286 at the Yuan capital of Dadu, but was not awarded an important position in office. His work was however, greatly appreciated later by the Confucian-inspired Yuan Emperor Renzong. Zhao was a member of the ""Academy of Worthies"". He was married to Guan Daosheng, who was also an accomplished poet, painter and calligrapher. His rejection of the refined, gentle brushwork of his era in favour of the cruder style of the eighth century is considered to have brought about a revolution that created the modern Chinese landscape painting. He was known for his paintings of horses. His landscapes are also considered to be done in a style that focuses more on a literal laying of ground. Rather than organizing them in a foreground, middle ground, and background pattern he layers middle grounds at various heights to create a sense of depth. This pattern of organization makes his paintings appear very simple and approachable. It was this characteristic that so many people valued about his style. One of his most celebrated landscape paintings is exhibited at the Princeton University Art Museum with the title “The Mind Landscape of Xie Youyu” (幼輿丘壑), an allusion to the nature-loving scholar-official Xie Youyu (280–322). However, in 2019 Dutch scholar Lennert Gesterkamp argued that the colophon attached to the painting and mentioning Xie Youyu is a forgery, and that in fact Zhao Mengfu's intention was to honor his own spiritual master, Daoist scholar Du Daojian (1237–1318), who also celebrated nature. Zhao Mengfu had several sons with his wife Guan Daosheng. His second son, Zhao Yong, also became a famous painter and calligrapher. He was also the maternal grandfather of Wang Meng, another famous painter. Zhao Mengfu was related to the later Ming dynasty literary figure Zhao Yiguang and his son Zhao Jun.",https://upload.wikimedia.org/wikipedia/commons/8/86/%E8%B6%99%E9%AD%8F%E5%85%AC%E5%B0%8F%E5%83%8F.jpg,China,1254,1322,Yuan Literati Painting|Calligraphy,"Sheep and Goat (Freer Gallery)|Autumn Colors on the Qiao and Hua Mountains|Twin Pines, Level Distance",https://en.wikipedia.org/wiki/Zhao_Mengfu
qian-xuan,Qian Xuan,钱选|錢選|Xuan,"Qian Xuan (simplified Chinese: 钱选; traditional Chinese: 錢選; pinyin: Qián Xuǎn; Wade–Giles: Ch'ien Hsüan; 1235–1305), courtesy name Shun Ju (舜举), pseudonyms Yu Tan (玉潭, ""Jade Pool""), Xi Lanweng (习嬾翁), and Zha Chuanweng (霅川翁), was a Chinese painter from Huzhou (湖州), the present day Wuxing District in Zhejiang. He lived during the late Song dynasty and early Yuan dynasty.",https://upload.wikimedia.org/wikipedia/commons/9/9c/Qian_Xuan_2.jpg,China,1235,1305,Yuan Literati Painting,Wang Xizhi Watching Geese (The Metropolitan Museum of Art)|Early Autumn|Pear Blossoms,https://en.wikipedia.org/wiki/Qian_Xuan
wu-zhen,Wu Zhen,吴镇|吳鎮|Zhen|Wu Zhen (painter)|吴镇 (元朝画家),Wu Zhen (simplified Chinese: 吴镇; traditional Chinese: 吳鎮; pinyin: Wú Zhèn) (courtesy name: Zhonggui 仲圭; art name: Meihuadaoren 梅花道人) (1280–1354 C.E.) was a Chinese painter during the Yuan dynasty. He was best known for being one of the Four Masters of the Yuan.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Tomb_of_Wu_Zhen_18_2015-05.JPG/960px-Tomb_of_Wu_Zhen_18_2015-05.JPG,China,1280,1354,Yuan Literati Painting,"Twin Pines, Level Distance|Fisherman Scroll|Bamboo and Rocks",https://en.wikipedia.org/wiki/Wu_Zhen_(painter)
ni-zan,Ni Zan,倪瓒|倪瓚,"Ni Zan (simplified Chinese: 倪瓒; traditional Chinese: 倪瓚; Wade–Giles: Ni2 Tsan4; 1301–1374) was a Chinese painter during the Yuan and early Ming periods. Along with Huang Gongwang, Wu Zhen, and Wang Meng, he is considered to be one of the Four Masters of the Yuan dynasty.",https://upload.wikimedia.org/wikipedia/commons/5/54/Ni_Zan_Portrait_Yuan.jpg,China,1301,1374,Yuan Literati Painting,Six Gentlemen|Rongxi Studio|The Rongxi Studio Landscape,https://en.wikipedia.org/wiki/Ni_Zan
wang-meng,Wang Meng,王蒙|Meng|Wang Meng (painter)|王蒙 (画家),"Wang Meng (王蒙, Wáng Méng; Zi: Shūmíng 叔明, Hao: Xiāngguāng Jūshì 香光居士) (c. 1308 – 1385) was a Chinese painter during the Yuan dynasty.",https://upload.wikimedia.org/wikipedia/commons/0/0a/Ge_Zhichuan_Relocating_by_Wang_Meng.jpg,China,1308,1385,Yuan Literati Painting,Forest Grotto in Juqu|Dwelling in the Qingbian Mountains|The Simple Retreat,https://en.wikipedia.org/wiki/Wang_Meng_(painter)
shen-zhou,Shen Zhou,沈周|Zhou,"Shen Zhou (Chinese: 沈周; pinyin: Shěn Zhōu, 1427–1509), courtesy names Qinan (启南) and Shitian (石田), was a Chinese painter in the Ming dynasty. He lived during the post-transition period of the Yuan conquest of the Ming. His family worked closely with the government and maintained its wealthy status. Shen later retired and lived a reclusive life, spending most of his time painting and taking care of his widowed mother. He was a contributor to the more individualist Wu School of Chinese art. Besides painting, he was also accomplished in history and the classics.",https://upload.wikimedia.org/wikipedia/commons/2/28/Shen_Zhou_at_age_80.Palace_Museum_Beijing.jpg,China,1427,1509,Ming Literati Painting|Wu School,Poet on a Mountaintop (Nelson-Atkins Museum of Art)|Lofty Mount Lu|Night Vigil,https://en.wikipedia.org/wiki/Shen_Zhou
wen-zhengming,Wen Zhengming,文征明|文徵明|Zhengming,"Wen Zhengming (文徵明; 28 November 1470 – 28 March 1559), born Wen Bi (文璧), was a Chinese painter, calligrapher, and poet during the Ming dynasty. He was regarded as one of the Four Masters of Ming painting.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Portrait_of_Wen_Zhengming.jpg/960px-Portrait_of_Wen_Zhengming.jpg,China,1470,1559,Ming Literati Painting|Calligraphy,"Old Trees, Bamboo, and Rock|Landscape in the Style of Wang Meng|Orchid and Bamboo",https://en.wikipedia.org/wiki/Wen_Zhengming
tang-yin,Tang Yin,唐寅|唐伯虎,"Tang Yin (Chinese: 唐寅; pinyin: Táng Yín; Cantonese Yale: Tong Yan; 6 March 1470 – 7 January 1524), courtesy name Bohu (伯虎) and Ziwei (子畏), was a Chinese painter, calligrapher, and poet of the Ming dynasty period. Even though he was born during the Ming dynasty, many of his paintings, especially those of people, were illustrated with elements from Pre-Tang to Song dynasty art. Tang Yin is one of the most notable painters in the history of Chinese art. He is one of the ""Four Masters of Ming dynasty” (Ming Si Jia), which also includes Shen Zhou (1427–1509), Wen Zhengming (1470–1559) and Qiu Ying (c. 1495–1552). His influence on the art of contemporaries, like Cai Han, is notable. Tang was also a talented poet, and together with his contemporaries Wen Zhengming, Zhu Yunming (1460–1526), and Xu Zhenqing, he was one of the ""Four Literary Masters of the Wuzhong Region"".",https://upload.wikimedia.org/wikipedia/commons/5/5a/%E5%94%90%E5%AF%85.jpg,China,1470,1524,Ming Painting|Wu School,Clearing after Snow on a Mountain Pass|Autumn Wind and Silk Fan|Court Ladies,https://en.wikipedia.org/wiki/Tang_Yin
qiu-ying,Qiu Ying,仇英|Ying,Qiu Ying (Chinese: 仇英; pinyin: Qiú Yīng; Wade–Giles: Ch'iu Ying; 1494–1552) was a Chinese painter of the Ming dynasty who specialised in the gongbi brush technique.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Qiu_Ying_-_%E4%BB%87%E8%8B%B1%EF%BC%881494-1552%29.jpg/960px-Qiu_Ying_-_%E4%BB%87%E8%8B%B1%EF%BC%881494-1552%29.jpg,China,1494,1552,Ming Painting|Wu School,Spring Morning in the Han Palace|Along the River During the Qingming Festival (Ming copy)|Sword Dance,https://en.wikipedia.org/wiki/Qiu_Ying
dong-qichang,Dong Qichang,董其昌|Qichang,"Dong Qichang (Chinese: 董其昌; pinyin: Dǒng Qíchāng; Wade–Giles: Tung Ch'i-ch'ang; courtesy name Xuanzai (玄宰); 1555–1636) was a Chinese art theorist, calligrapher, painter, and politician of the later period of the Ming dynasty.",https://upload.wikimedia.org/wikipedia/commons/f/f3/%E8%91%A3%E5%85%B6%E6%98%8C.jpg,China,1555,1636,Ming Painting Theory|Calligraphy,Landscapes after Ancient Masters (The Metropolitan Museum of Art)|Autumn Landscape|Calligraphy in Running Script,https://en.wikipedia.org/wiki/Dong_Qichang
bada-shanren,Bada Shanren,八大山人|朱耷|Shanren,"Zhu Da (朱耷), also known by his pen name Bada Shanren (八大山人), was a late-Ming and early-Qing dynasty Chinese painter, calligrapher, and poet. He was born in Nanchang, Jiangxi, in 1626, at during the Ming-Qing Transition. Zhu was mentally ill and displayed erratic behavior. He was related to the House of Zhu, which was destroyed and executed by the new Qing dynasty. Fearing that he would also be purged and executed, he fled to a Buddhist temple and learned the teachings of Chan (Zen) Buddhism, becoming a monk for 30 years. He spent most of his early to mid-life in the Buddhist monkhood, returning to Nanchang when he was about fifty years old. He embarked on an artistic career soon after reentering secular life in 1680, producing works that featured his calligraphy, painting, and poetry. Most of the time, he painted simple subjects like flowers, plants, and animals and kept most of the given space empty. Toward the end of his life, he started painting more landscapes. Some of his artwork were metaphors on the fall of the Ming dynasty and its failure after being destroyed by the Qing. His poems often included obscure references.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/%E4%B8%AA%E5%B1%B1%E5%B0%8F%E5%83%8F%EF%BC%88%E5%B1%80%E9%83%A8%EF%BC%89.jpg/960px-%E4%B8%AA%E5%B1%B1%E5%B0%8F%E5%83%8F%EF%BC%88%E5%B1%80%E9%83%A8%EF%BC%89.jpg,China,1626,1705,Qing Individualist Painting,Fish and Rocks|Birds and Lotus|Lotus and Birds,https://en.wikipedia.org/wiki/Bada_Shanren
